title,year,rating,genero,diretor,url
Dead Poets Society,1989,8.1,Comedy,Peter Weir,https://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_204
title,year,rating,genero,diretor,url
Jaws,1975,8.1,Adventure,Steven Spielberg,https://www.imdb.com/title/tt0073195/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_203
title,year,rating,genero,diretor,url
"Monsters, Inc.",2001,8.1,Animation,Pete Docter,https://www.imdb.com/title/tt0198781/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_202
title,year,rating,genero,diretor,url
How to Train Your Dragon,2010,8.1,Animation,Dean DeBlois,https://www.imdb.com/title/tt0892769/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_201
title,year,rating,genero,diretor,url
The Seventh Seal,1957,8.1,Drama,Ingmar Bergman,https://www.imdb.com/title/tt0050976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_200
title,year,rating,genero,diretor,url
Mad Max: Fury Road,2015,8.1,Action,George Miller,https://www.imdb.com/title/tt1392190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_198
title,year,rating,genero,diretor,url
Mary and Max,2009,8.1,Animation,Adam Elliot,https://www.imdb.com/title/tt0978762/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_199
title,year,rating,genero,diretor,url
Mr. Smith Goes to Washington,1939,8.1,Comedy,Frank Capra,https://www.imdb.com/title/tt0031679/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_197
title,year,rating,genero,diretor,url
Wild Tales,2014,8.1,Comedy,Damián Szifron,https://www.imdb.com/title/tt3011894/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_196
title,year,rating,genero,diretor,url
Sherlock Jr.,1924,8.1,Action,Buster Keaton,https://www.imdb.com/title/tt0015324/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_195
title,year,rating,genero,diretor,url
Memories of Murder,2003,8.1,Crime,Bong Joon Ho,https://www.imdb.com/title/tt0353969/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_194
title,year,rating,genero,diretor,url
The Wages of Fear,1953,8.1,Adventure,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046268/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_193
title,year,rating,genero,diretor,url
The Deer Hunter,1978,8.1,Drama,Michael Cimino,https://www.imdb.com/title/tt0077416/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_191
title,year,rating,genero,diretor,url
Hacksaw Ridge,2016,8.1,Biography,Mel Gibson,https://www.imdb.com/title/tt2119532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_192
title,year,rating,genero,diretor,url
The Third Man,1949,8.1,Film-Noir,Carol Reed,https://www.imdb.com/title/tt0041959/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_190
title,year,rating,genero,diretor,url
Barry Lyndon,1975,8.1,Adventure,Stanley Kubrick,https://www.imdb.com/title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_188
title,year,rating,genero,diretor,url
Wild Strawberries,1957,8.1,Drama,Ingmar Bergman,https://www.imdb.com/title/tt0050986/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_186
title,year,rating,genero,diretor,url
The General,1926,8.1,Action,Clyde Bruckman,https://www.imdb.com/title/tt0017925/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_187
title,year,rating,genero,diretor,url
Gone Girl,2014,8.1,Drama,David Fincher,https://www.imdb.com/title/tt2267998/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_185
title,year,rating,genero,diretor,url
The Grand Budapest Hotel,2014,8.1,Adventure,Wes Anderson,https://www.imdb.com/title/tt2278388/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_184
title,year,rating,genero,diretor,url
In the Name of the Father,1993,8.1,Biography,Jim Sheridan,https://www.imdb.com/title/tt0107207/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_189
title,year,rating,genero,diretor,url
Ben-Hur,1959,8.1,Adventure,William Wyler,https://www.imdb.com/title/tt0052618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_183
title,year,rating,genero,diretor,url
On the Waterfront,1954,8.1,Crime,Elia Kazan,https://www.imdb.com/title/tt0047296/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_182
title,year,rating,genero,diretor,url
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,Adventure,David Yates,https://www.imdb.com/title/tt1201607/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_179
title,year,rating,genero,diretor,url
12 Years a Slave,2013,8.1,Biography,Steve McQueen,https://www.imdb.com/title/tt2024544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_181
title,year,rating,genero,diretor,url
Before Sunrise,1995,8.1,Drama,Richard Linklater,https://www.imdb.com/title/tt0112471/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_180
title,year,rating,genero,diretor,url
Klaus,2019,8.1,Animation,Sergio Pablos,https://www.imdb.com/title/tt4729430/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_178
title,year,rating,genero,diretor,url
The Gold Rush,1925,8.1,Adventure,Charles Chaplin,https://www.imdb.com/title/tt0015864/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_177
title,year,rating,genero,diretor,url
Blade Runner,1982,8.1,Action,Ridley Scott,https://www.imdb.com/title/tt0083658/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_176
title,year,rating,genero,diretor,url
Million Dollar Baby,2004,8.1,Drama,Clint Eastwood,https://www.imdb.com/title/tt0405159/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_174
title,year,rating,genero,diretor,url
Children of Heaven,1997,8.1,Drama,Majid Majidi,https://www.imdb.com/title/tt0118849/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_175
title,year,rating,genero,diretor,url
My Neighbor Totoro,1988,8.1,Animation,Hayao Miyazaki,https://www.imdb.com/title/tt0096283/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_172
title,year,rating,genero,diretor,url
Gran Torino,2008,8.1,Drama,Clint Eastwood,https://www.imdb.com/title/tt1205489/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_171
title,year,rating,genero,diretor,url
Catch Me If You Can,2002,8.1,Biography,Steven Spielberg,https://www.imdb.com/title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_173
title,year,rating,genero,diretor,url
Fargo,1996,8.1,Crime,Joel Coen,https://www.imdb.com/title/tt0116282/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_170
title,year,rating,genero,diretor,url
Warrior,2011,8.1,Action,Gavin O'Connor,https://www.imdb.com/title/tt1291584/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_169
title,year,rating,genero,diretor,url
Prisoners,2013,8.1,Crime,Denis Villeneuve,https://www.imdb.com/title/tt1392214/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_168
title,year,rating,genero,diretor,url
Trainspotting,1996,8.1,Drama,Danny Boyle,https://www.imdb.com/title/tt0117951/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_166
title,year,rating,genero,diretor,url
The Bridge on the River Kwai,1957,8.1,Adventure,David Lean,https://www.imdb.com/title/tt0050212/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_167
title,year,rating,genero,diretor,url
"Three Billboards Outside Ebbing, Missouri",2017,8.1,Comedy,Martin McDonagh,https://www.imdb.com/title/tt5027774/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_165
title,year,rating,genero,diretor,url
Howl's Moving Castle,2004,8.1,Animation,Hayao Miyazaki,https://www.imdb.com/title/tt0347149/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_164
title,year,rating,genero,diretor,url
Inside Out,2015,8.1,Animation,Pete Docter,https://www.imdb.com/title/tt2096673/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_162
title,year,rating,genero,diretor,url
The Secret in Their Eyes,2009,8.1,Drama,Juan José Campanella,https://www.imdb.com/title/tt1305806/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_163
title,year,rating,genero,diretor,url
"Lock, Stock and Two Smoking Barrels",1998,8.1,Action,Guy Ritchie,https://www.imdb.com/title/tt0120735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_160
title,year,rating,genero,diretor,url
Dial M for Murder,1954,8.1,Crime,Alfred Hitchcock,https://www.imdb.com/title/tt0046912/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_161
title,year,rating,genero,diretor,url
Gone with the Wind,1939,8.1,Drama,Victor Fleming,https://www.imdb.com/title/tt0031381/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_159
title,year,rating,genero,diretor,url
The Elephant Man,1980,8.1,Biography,David Lynch,https://www.imdb.com/title/tt0080678/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_155
title,year,rating,genero,diretor,url
V for Vendetta,2005,8.1,Action,James McTeigue,https://www.imdb.com/title/tt0434409/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_158
title,year,rating,genero,diretor,url
Finding Nemo,2003,8.1,Animation,Andrew Stanton,https://www.imdb.com/title/tt0266543/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_154
title,year,rating,genero,diretor,url
Raging Bull,1980,8.1,Biography,Martin Scorsese,https://www.imdb.com/title/tt0081398/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_157
title,year,rating,genero,diretor,url
The Thing,1982,8.1,Horror,John Carpenter,https://www.imdb.com/title/tt0084787/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_153
title,year,rating,genero,diretor,url
Spider-Man: No Way Home,2021,8.1,Action,Jon Watts,https://www.imdb.com/title/tt10872600/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_152
title,year,rating,genero,diretor,url
Chinatown,1974,8.1,Drama,Roman Polanski,https://www.imdb.com/title/tt0071315/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_156
title,year,rating,genero,diretor,url
Rashomon,1950,8.1,Crime,Akira Kurosawa,https://www.imdb.com/title/tt0042876/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_151
title,year,rating,genero,diretor,url
The Great Escape,1963,8.1,Adventure,John Sturges,https://www.imdb.com/title/tt0057115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_149
title,year,rating,genero,diretor,url
No Country for Old Men,2007,8.1,Crime,Ethan Coen,https://www.imdb.com/title/tt0477348/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_148
title,year,rating,genero,diretor,url
Monty Python and the Holy Grail,1975,8.1,Adventure,Terry Gilliam,https://www.imdb.com/title/tt0071853/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_147
title,year,rating,genero,diretor,url
Kill Bill: Vol. 1,2003,8.1,Action,Quentin Tarantino,https://www.imdb.com/title/tt0266697/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_150
title,year,rating,genero,diretor,url
The Treasure of the Sierra Madre,1948,8.1,Adventure,John Huston,https://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_146
title,year,rating,genero,diretor,url
A Beautiful Mind,2001,8.2,Biography,Ron Howard,https://www.imdb.com/title/tt0268978/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_143
title,year,rating,genero,diretor,url
Jurassic Park,1993,8.1,Action,Steven Spielberg,https://www.imdb.com/title/tt0107290/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_144
title,year,rating,genero,diretor,url
Yojimbo,1961,8.1,Action,Akira Kurosawa,https://www.imdb.com/title/tt0055630/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=1a264172-ae11-42e4-8ef7-7fed1973bb8f&pf_rd_r=J2QZREJYRFS5S5TT6MW1&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_145
title,year,rating,genero,diretor,url
